,image,xmin,ymin,xmax,ymax,label
0,view_vulnerable_1561684966_10_2_1000+UNION+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,166.9781931,297.3208723,433.14641739999996,house
1,view_vulnerable_1561684966_10_2_1000+UNION+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,300.80996880000004,146.5420561,640.0,489.96884739999996,house
2,view_vulnerable_1561684966_10_2_1048+UNION+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,120.37383179999999,179.4392523,640.0,452.5856698,house
3,view_vulnerable_1561684966_10_2_1048+UNION+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,141.05919,126.85358259999998,421.68224299999997,house
4,view_vulnerable_1561684966_10_2_1955+LEAVENWORTH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,130.8411215,42.36760125,640.0,472.52336449999996,house
5,view_vulnerable_1561684966_10_2_1955+LEAVENWORTH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,19.937694699999998,124.11214950000002,447.6012461,house
6,view_vulnerable_1561684966_10_2_290+GREEN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,139.8130841,60.80996885,545.5451713,458.0685358,house
7,view_vulnerable_1561684966_10_2_290+GREEN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,558.5046729,133.0841121,640.0,439.6261682,house
8,view_vulnerable_1561684967_10_2_1120+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,78.5046729,0.0,529.0965732,481.49532710000005,house
9,view_vulnerable_1561684966_10_2_700+LOMBARD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,2.242990654,110.1557632,371.58878500000003,464.0498442,house
10,view_vulnerable_1561684967_10_2_1141+MONTGOMERY+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,308.2866044,19.43925234,607.3520249,451.0903427,house
11,view_vulnerable_1561684967_10_2_1141+MONTGOMERY+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,68.78504673,61.30841121,303.8006231,487.97507790000003,house
12,view_vulnerable_1561684967_10_2_1441+TAYLOR+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,131.8380062,42.86604361,493.70716510000005,461.5576324,house
13,view_vulnerable_1561684967_10_2_1492+PACIFIC+AVE+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,0.0,631.2772586,523.364486,house
14,view_vulnerable_1561684967_10_2_1618+MASON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,186.1682243,90.21806854,522.6168223999999,440.12461060000004,house
15,view_vulnerable_1561684967_10_2_1618+MASON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,61.5576324,180.9345794,184.1744548,445.1090343,house
16,view_vulnerable_1561684967_10_2_1618+MASON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,527.1028037,141.05919,640.0,443.61370719999996,house
17,view_vulnerable_1561684967_10_2_1618+MASON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,136.57320869999998,66.79127726,450.0934579,house
18,view_vulnerable_1561684967_10_2_1635+JONES+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,60.0623053,0.0,532.0872274000001,493.95638629999996,house
19,view_vulnerable_1561684967_10_2_2120+LARKIN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,67.04049844,0.49844236799999997,639.5015576000001,466.04361370000004,house
20,view_vulnerable_1561684967_10_2_2120+LARKIN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,0.0,84.73520249,443.1152648,house
21,view_vulnerable_1561684967_10_2_267+GREEN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,212.08722740000002,64.79750779,640.0,474.517134,house
22,view_vulnerable_1561684967_10_2_566+VALLEJO+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,0.0,639.7507787999999,609.0965732000001,house
23,view_vulnerable_1561684967_10_2_754+BROADWAY++SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,0.0,607.1028037000001,518.8785047,house
24,view_vulnerable_1561684968_10_2_1100+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,88.97196262,0.0,517.1339564,515.8878505,house
25,view_vulnerable_1561684968_10_2_1100+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,5.9813084110000005,80.0,399.25233639999993,house
26,view_vulnerable_1561684968_10_2_1290+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,348.6604361,0.0,621.3084112,486.9781931,house
27,view_vulnerable_1561684968_10_2_1290+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,3.4890965730000003,320.74766360000007,491.96261680000003,house
28,view_vulnerable_1561684968_10_2_1312+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,40.37383178,327.7258567,479.5015576,house
29,view_vulnerable_1561684968_10_2_1312+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,397.25856699999997,0.0,640.0,482.49221179999995,house
30,view_vulnerable_1561684968_10_2_1324+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,75.76323988,431.90031150000004,502.4299065,house
31,view_vulnerable_1561684968_10_2_1324+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,534.0809969,0.0,640.0,480.0,house
32,view_vulnerable_1561684968_10_2_1371+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,65.79439252,0.0,443.36448600000006,445.6074766,house
33,view_vulnerable_1561684968_10_2_1371+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,449.59501560000007,29.40809969,635.7632399,486.9781931,house
34,view_vulnerable_1561684968_10_2_1371+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,54.82866044,61.5576324,437.6323988,house
35,view_vulnerable_1561684968_10_2_1429+LEAVENWORTH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,224.04984419999997,129.59501559999998,498.1931464,492.9595016,house
36,view_vulnerable_1561684968_10_2_1429+LEAVENWORTH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,78.75389408,168.97196259999998,436.13707170000004,house
37,view_vulnerable_1561684968_10_2_1429+LEAVENWORTH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,520.623053,59.81308411,640.0,504.423676,house
38,view_vulnerable_1561684968_10_2_1440+WASHINGTON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,388.2866044,0.0,640.0,474.517134,house
39,view_vulnerable_1561684968_10_2_1440+WASHINGTON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,0.0,180.9345794,512.3987539,house
40,view_vulnerable_1561684968_10_2_1455+LEAVENWORTH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,0.0,558.5046729,480.4984424,house
41,view_vulnerable_1561684968_10_2_1529+HYDE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,304.7975078,190.9034268,640.0,487.47663550000004,house
42,view_vulnerable_1561684968_10_2_1529+HYDE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,15.20249221,0.0,297.81931460000004,477.50778820000005,house
43,view_vulnerable_1561684968_10_2_1537+JONES+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,132.834891,91.21495327,467.28971960000007,463.5514018999999,house
44,view_vulnerable_1561684968_10_2_1537+JONES+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,467.788162,148.5358255,639.2523364,477.50778820000005,house
45,view_vulnerable_1561684969_10_2_1224+TAYLOR+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,69.03426791,0.0,344.1744548,474.0186916,house
46,view_vulnerable_1561684969_10_2_1224+TAYLOR+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,359.1277259,0.0,640.0,465.046729,house
47,view_vulnerable_1561684968_10_2_1456+JONES+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,8.224299065,0.0,523.6137072,461.05919000000006,house
48,view_vulnerable_1561684969_10_2_1225+TAYLOR+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,184.6728972,60.80996885,412.46105919999997,453.5825545,house
49,view_vulnerable_1561684969_10_2_1225+TAYLOR+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,416.94704049999996,95.70093458,633.7694704,459.56386289999995,house
50,view_vulnerable_1561684969_10_2_1225+TAYLOR+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,74.76635514,143.30218069999998,440.12461060000004,house
51,view_vulnerable_1561684969_10_2_1250+TAYLOR+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,58.56697819,0.0,387.788162,460.5607477,house
52,view_vulnerable_1561684969_10_2_1250+TAYLOR+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,387.0404984,0.49844236799999997,640.0,464.0498442,house
53,view_vulnerable_1561684969_10_2_1250+TAYLOR+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,0.996884735,58.56697819,463.5514018999999,house
54,view_vulnerable_1561684969_10_2_1345+TAYLOR+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,91.46417445,188.411215,520.1246106000001,468.03738319999997,house
55,view_vulnerable_1561684969_10_2_1380+TAYLOR+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,61.5576324,83.73831776,512.1495327,459.56386289999995,house
56,view_vulnerable_1561684969_10_2_1400+JONES+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,0.0,522.1183801,461.05919000000006,house
57,view_vulnerable_1561684970_10_2_1301+LEAVENWORTH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,0.0,603.1152647999999,480.9968847,house
58,view_vulnerable_1561684970_10_2_1301+LEAVENWORTH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,608.3489097,66.29283489,640.0,476.5109034,house
59,view_vulnerable_1561684971_10_2_1440+CLAY+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,160.74766359999998,259.19003119999996,640.0,507.4143302,house
60,view_vulnerable_1561684971_10_2_1440+CLAY+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,153.5202492,152.77258569999998,513.8940809999999,house
61,view_vulnerable_1561684972_10_2_1595+CLAY+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,4.735202492,8.971962617,640.0,532.834891,house
62,view_vulnerable_1561684971_10_2_1450+CLAY+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,77.25856698,258.4423676,486.47975080000003,house
63,view_vulnerable_1561684971_10_2_1450+CLAY+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,261.9314642,252.7102804,640.0,484.9844237,house
64,view_vulnerable_1561684972_10_2_1355+LEAVENWORTH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,12.21183801,36.38629283,624.0498442,461.05919000000006,house
65,view_vulnerable_1561684973_10_2_1201+LEAVENWORTH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.24922118399999998,42.86604361,640.0,505.4205607,house
66,view_vulnerable_1561684974_10_2_1490+SACRAMENTO+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,320.74766360000007,0.0,640.0,485.482866,house
67,view_vulnerable_1561684974_10_2_1385+CLAY+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,0.0,639.7507787999999,510.40498439999993,house
68,view_vulnerable_1561684975_10_2_1300+SACRAMENTO+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,2.741433022,0.0,640.0,489.96884739999996,house
69,view_vulnerable_1561684977_10_2_814+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,141.3084112,148.0373832,472.7725857,465.54517130000005,house
70,view_vulnerable_1561684977_10_2_814+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,487.2274143,95.70093458,640.0,480.0,house
71,view_vulnerable_1561684977_10_2_814+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,157.5077882,79.25233645,382.305296,house
72,view_vulnerable_1561684979_10_2_1200+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,133.8317757,23.92523364,640.0,477.00934580000006,house
73,view_vulnerable_1561684979_10_2_1200+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,64.29906542,87.97507788,492.9595016,house
74,view_vulnerable_1561684979_10_2_1480+LARKIN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.996884735,8.473520249,455.3271028,477.50778820000005,house
75,view_vulnerable_1561684979_10_2_1480+LARKIN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,455.3271028,197.8816199,640.0,488.47352019999994,house
76,view_vulnerable_1561684978_10_2_1155+LEAVENWORTH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,1.2461059190000001,174.953271,640.0,472.02492209999997,house
77,view_vulnerable_1561684977_10_2_840+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,52.58566978,101.1838006,450.8411215,445.6074766,house
78,view_vulnerable_1561684977_10_2_840+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,530.5919003,156.0124611,640.0,483.4890966,house
79,view_vulnerable_1561684980_10_2_1031+LEAVENWORTH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,51.09034268,137.5700935,370.0934579,446.6043614,house
80,view_vulnerable_1561684980_10_2_1031+LEAVENWORTH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,371.09034269999995,75.26479751,640.0,440.12461060000004,house
81,view_vulnerable_1561684980_10_2_1031+LEAVENWORTH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,140.06230530000002,48.09968847,472.52336449999996,house
82,view_vulnerable_1561684980_10_2_1270+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,178.6915888,82.74143302,640.0,453.0841121,house
83,view_vulnerable_1561684980_10_2_1270+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,0.0,191.65109030000002,484.9844237,house
84,view_vulnerable_1561684982_10_2_655+STOCKTON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,199.62616819999997,12.46105919,640.0,432.14953269999995,house
85,view_vulnerable_1561684982_10_2_655+STOCKTON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,0.0,195.63862930000002,428.1619938,house
86,view_vulnerable_1561684981_10_2_1299+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,84.98442368,52.336448600000004,640.0,484.4859813,house
87,view_vulnerable_1561684983_10_2_621+STOCKTON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,182.67912769999998,32.39875389,640.0,478.00623049999996,house
88,view_vulnerable_1561684982_10_2_950+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,59.31464174,36.8847352,553.0218069,469.5327103,house
89,view_vulnerable_1561684982_10_2_950+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,545.046729,47.85046729,635.7632399,448.09968849999996,house
90,view_vulnerable_1561684982_10_2_950+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.24922118399999998,51.83800623,62.55451713,452.5856698,house
91,view_vulnerable_1561684985_10_2_825+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,113.894081,113.14641740000002,373.5825545,465.54517130000005,house
92,view_vulnerable_1561684985_10_2_825+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,375.0778816,85.23364486,640.0,452.5856698,house
93,view_vulnerable_1561684984_10_2_745+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,130.3426791,115.6386293,460.31152649999996,469.0342679,house
94,view_vulnerable_1561684984_10_2_745+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,455.82554519999997,155.51401869999998,633.0218069,423.1775701,house
95,view_vulnerable_1561684985_10_2_821+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,139.8130841,148.0373832,384.0498442,450.0934579,house
96,view_vulnerable_1561684985_10_2_821+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,16.9470405,151.27725859999998,441.1214953,house
